epoch,split,term,raw_value,weight,weighted_contribution,share_of_recon_total,share_of_total
18,val,cloud_kl,0.3564952920106324,2.24,0.7985494541038166,0.1748381465008619,0.13813678500937143
18,val,cloud_adv,0.0,0.45,0.0,,0.0
18,val,feature_matching,0.0,5.625,0.0,0.0,0.0
18,val,perceptual,0.1444638507779349,8.4,1.213496346534653,0.2656885568243134,0.20991622130533982
19,train,final_l1,0.0,0.0,0.0,0.0,0.0
19,train,grad,0.0,0.0,0.0,0.0,0.0
19,train,shadow_removal,0.0,0.0,0.0,0.0,0.0
19,train,shadow_mask,0.0,0.0,0.0,0.0,0.0
19,train,shadow_penumbra,0.0,0.0,0.0,0.0,0.0
19,train,cloud_l1,0.043520198229256,100.0,4.3520198229256,0.8256735116244275,0.5606225494735522
19,train,cloud_kl,0.3828552863831184,2.4,0.9188526873194841,0.17432648652197796,0.11836562265688012
19,train,cloud_adv,0.5292127280515997,0.5,0.26460636402579985,,0.03408630944776989
19,train,feature_matching,0.1612512951557288,6.25,1.007820594723305,0.19120564781187485,0.12982637354944554
19,train,perceptual,0.1355038432672118,9.0,1.219534589404906,0.23137243118173575,0.15709914442065911
19,val,final_l1,0.0,0.0,0.0,0.0,0.0
19,val,grad,0.0,0.0,0.0,0.0,0.0
19,val,shadow_removal,0.0,0.0,0.0,0.0,0.0
19,val,shadow_mask,0.0,0.0,0.0,0.0,0.0
19,val,shadow_penumbra,0.0,0.0,0.0,0.0,0.0
19,val,cloud_l1,0.039911031151529,100.0,3.9911031151528995,0.823961958500487,0.6500602968189098
19,val,cloud_kl,0.3552884164858948,2.4,0.8526921995661475,0.17603803121125194,0.13888424537081986
19,val,cloud_adv,0.0,0.5,0.0,,0.0
19,val,feature_matching,0.0,6.25,0.0,0.0,0.0
19,val,perceptual,0.1439770828001201,9.0,1.2957937452010808,0.2675162032408828,0.21105545066560652
20,train,final_l1,0.0,0.0,0.0,0.0,0.0
20,train,grad,0.0,0.0,0.0,0.0,0.0
20,train,shadow_removal,0.0,0.0,0.0,0.0,0.0
